index,start_totaldays,end_totaldays,duration_days,strength,strength_double,start_year,start_month,start_day,start_hour,start_minute
22,278.30440620651103,278.504406206511,0.2,Heavy,1,1,10,9,7,18
23,287.80208634605265,288.00208634605264,0.2,Heavy,1,1,10,18,19,15
24,301.22566289176797,301.42566289176796,0.2,Medium,1,1,11,2,5,24
25,312.69838155975197,312.89838155975195,0.2,Medium,1,1,11,13,16,45
26,321.4177583145127,321.6177583145127,0.2,Medium,1,1,11,22,10,1
27,330.14424471130224,330.3442447113022,0.2,Heavy,1,1,12,1,3,27
28,342.1949222015366,342.3949222015366,0.2,Medium,1,1,12,13,4,40
29,354.6767229484543,354.8767229484543,0.2,Heavy,1,1,12,25,16,14
30,365.8337098525986,366.0337098525986,0.2,Heavy,1,2,1,6,20,0
31,377.14823254813996,377.34823254813995,0.2,Heavy,1,2,1,18,3,33
32,387.58921984901275,387.78921984901274,0.2,Medium,1,2,1,28,14,8
33,401.9616575168594,402.1616575168594,0.2,Heavy,1,2,2,12,23,4
34,413.9820610927566,414.1820610927566,0.2,Medium,1,2,2,24,23,34
35,424.33622636070095,424.53622636070094,0.2,Heavy,1,2,3,5,8,4
36,437.56180295219264,437.7618029521926,0.2,Heavy,1,2,3,18,13,28
37,447.02227691879114,447.2222769187911,0.2,Heavy,1,2,3,28,0,32
38,461.6307175086959,461.8307175086959,0.2,Medium,1,2,4,12,15,8
39,471.1959542678817,471.3959542678817,0.2,Heavy,1,2,4,22,4,42
40,485.758730070494,485.95873007049397,0.2,Medium,1,2,5,6,18,12
41,494.4480102943404,494.6480102943404,0.2,Heavy,1,2,5,15,10,45
42,507.95713857879474,508.15713857879473,0.2,Heavy,1,2,5,28,22,58
43,522.6984751152022,522.8984751152022,0.2,Heavy,1,2,6,13,16,45
44,537.693441336058,537.893441336058,0.2,Medium,1,2,6,28,16,38
45,546.3176418708786,546.5176418708786,0.2,Heavy,1,2,7,7,7,37
46,555.3731645034775,555.5731645034775,0.2,Heavy,1,2,7,16,8,57
47,570.3573518203721,570.5573518203721,0.2,Heavy,1,2,8,1,8,34
48,580.7957384513841,580.9957384513841,0.2,Heavy,1,2,8,11,19,5
49,594.2940606521593,594.4940606521593,0.2,Medium,1,2,8,25,7,3
50,603.2465814517961,603.4465814517962,0.2,Medium,1,2,9,4,5,55
51,618.1277690814959,618.327769081496,0.2,Heavy,1,2,9,19,3,3
52,629.2839155601489,629.483915560149,0.2,Heavy,1,2,9,30,6,48
53,639.3200066017139,639.5200066017139,0.2,Heavy,1,2,10,10,7,40
54,654.4566120552051,654.6566120552052,0.2,Medium,1,2,10,25,10,57
55,668.8022705482472,669.0022705482472,0.2,Medium,1,2,11,9,19,15
56,677.6440475868214,677.8440475868215,0.2,Medium,1,2,11,18,15,27
57,688.1123290466298,688.3123290466299,0.2,Medium,1,2,11,29,2,41
58,700.7544214653005,700.9544214653006,0.2,Medium,1,2,12,11,18,6
59,710.0826904224386,710.2826904224387,0.2,Heavy,1,2,12,21,1,59
60,724.558926002883,724.7589260028831,0.2,Medium,1,3,1,5,13,24
61,735.2700589584342,735.4700589584343,0.2,Medium,1,3,1,16,6,28
62,748.852602522277,749.0526025222771,0.2,Heavy,1,3,1,29,20,27
63,760.768907778167,760.968907778167,0.2,Heavy,1,3,2,11,18,27
64,770.3331789421075,770.5331789421075,0.2,Medium,1,3,2,21,7,59
65,782.3731068538659,782.573106853866,0.2,Heavy,1,3,3,3,8,57
66,796.089642136001,796.289642136001,0.2,Medium,1,3,3,17,2,9
67,809.9637124942774,810.1637124942774,0.2,Heavy,1,3,3,30,23,7
68,817.836698524856,818.0366985248561,0.2,Medium,1,3,4,8,20,4
69,830.8170782970424,831.0170782970424,0.2,Medium,1,3,4,21,19,36
70,839.6216491626735,839.8216491626736,0.2,Medium,1,3,4,30,14,55
71,848.3101690696712,848.5101690696713,0.2,Medium,1,3,5,9,7,26
72,860.7741599487301,860.9741599487302,0.2,Heavy,1,3,5,21,18,34
73,871.287292234802,871.487292234802,0.2,Medium,1,3,6,2,6,53
74,885.7263216423032,885.9263216423033,0.2,Medium,1,3,6,16,17,25
75,900.5490213798521,900.7490213798521,0.2,Heavy,1,3,7,1,13,10
76,911.4412434982298,911.6412434982299,0.2,Heavy,1,3,7,12,10,35
77,919.6955287860869,919.895528786087,0.2,Heavy,1,3,7,20,16,41
78,934.8902387546539,935.0902387546539,0.2,Heavy,1,3,8,5,21,21
79,947.8982917713165,948.0982917713166,0.2,Medium,1,3,8,18,21,33
80,962.2265767024994,962.4265767024995,0.2,Medium,1,3,9,3,5,26
81,972.101179449463,972.301179449463,0.2,Medium,1,3,9,13,2,25
82,982.8447363780977,983.0447363780977,0.2,Heavy,1,3,9,23,20,16
83,991.5520610736849,991.7520610736849,0.2,Medium,1,3,10,2,13,14
84,1005.503758137131,1005.703758137131,0.2,Heavy,1,3,10,16,12,5
85,1017.2687968181613,1017.4687968181613,0.2,Heavy,1,3,10,28,6,27
86,1030.3066159175876,1030.5066159175876,0.2,Medium,1,3,11,11,7,21
87,1038.976126472855,1039.176126472855,0.2,Heavy,1,3,11,19,23,25
88,1051.5715341495518,1051.7715341495518,0.2,Heavy,1,3,12,2,13,43
89,1061.7648047851567,1061.9648047851567,0.2,Heavy,1,3,12,12,18,21
90,1075.8839718269353,1076.0839718269353,0.2,Medium,1,3,12,26,21,12
91,1090.3797310279851,1090.5797310279852,0.2,Heavy,1,4,1,11,9,6
92,1101.1509604858404,1101.3509604858405,0.2,Heavy,1,4,1,22,3,37
93,1112.0797257350928,1112.2797257350928,0.2,Medium,1,4,2,3,1,54
94,1122.4085430549628,1122.6085430549629,0.2,Medium,1,4,2,13,9,48
95,1130.3447541164405,1130.5447541164406,0.2,Heavy,1,4,2,21,8,16
96,1139.5062933849342,1139.7062933849343,0.2,Medium,1,4,2,30,12,9
97,1152.7497084545143,1152.9497084545144,0.2,Heavy,1,4,3,13,17,59
98,1165.589527599717,1165.789527599717,0.2,Heavy,1,4,3,26,14,8
99,1174.6642448352823,1174.8642448352823,0.2,Heavy,1,4,4,5,15,56
100,1189.1605147289285,1189.3605147289286,0.2,Medium,1,4,4,20,3,51
101,1197.7928198265085,1197.9928198265086,0.2,Heavy,1,4,4,28,19,1
102,1209.0229487823497,1209.2229487823497,0.2,Heavy,1,4,5,10,0,33
103,1223.9879758285533,1224.1879758285534,0.2,Heavy,1,4,5,24,23,42
104,1237.4217304634105,1237.6217304634106,0.2,Medium,1,4,6,8,10,7
105,1251.9208556579601,1252.1208556579602,0.2,Heavy,1,4,6,22,22,6
106,1263.8769484447491,1264.0769484447492,0.2,Heavy,1,4,7,4,21,2
107,1272.532525102998,1272.7325251029981,0.2,Heavy,1,4,7,13,12,46
108,1284.1491804050459,1284.349180405046,0.2,Medium,1,4,7,25,3,34
109,1294.385500137712,1294.585500137712,0.2,Heavy,1,4,8,5,9,15
110,1307.1114319728865,1307.3114319728866,0.2,Medium,1,4,8,18,2,40
111,1320.111047832872,1320.311047832872,0.2,Medium,1,4,9,1,2,39
112,1335.146895210649,1335.346895210649,0.2,Heavy,1,4,9,16,3,31
113,1349.1810970233932,1349.3810970233933,0.2,Heavy,1,4,9,30,4,20
114,1357.751531069185,1357.951531069185,0.2,Medium,1,4,10,8,18,2
115,1367.5518738197343,1367.7518738197343,0.2,Heavy,1,4,10,18,13,14
116,1378.5676878379838,1378.7676878379839,0.2,Medium,1,4,10,29,13,37
117,1393.664404909517,1393.8644049095171,0.2,Heavy,1,4,11,14,15,56
118,1404.0020341800707,1404.2020341800708,0.2,Heavy,1,4,11,25,0,2
119,1417.9137670444507,1418.1137670444507,0.2,Medium,1,4,12,8,21,55
120,1426.594944851305,1426.794944851305,0.2,Medium,1,4,12,17,14,16
121,1438.7093308853168,1438.9093308853169,0.2,Heavy,1,4,12,29,17,1
122,1447.9656122135182,1448.1656122135182,0.2,Heavy,1,5,1,8,23,10
123,1461.0695838855763,1461.2695838855764,0.2,Medium,1,5,1,22,1,40
124,1474.1664459156057,1474.3664459156057,0.2,Medium,1,5,2,5,3,59
125,1483.9391168521902,1484.1391168521902,0.2,Heavy,1,5,2,14,22,32
126,1493.2806645320914,1493.4806645320914,0.2,Medium,1,5,2,24,6,44
127,1501.3968840049765,1501.5968840049766,0.2,Medium,1,5,3,2,9,31
128,1511.905709736254,1512.105709736254,0.2,Medium,1,5,3,12,21,44
129,1524.5473129200004,1524.7473129200005,0.2,Medium,1,5,3,25,13,8
130,1538.2534498142265,1538.4534498142266,0.2,Medium,1,5,4,9,6,4
131,1546.9620462345147,1547.1620462345147,0.2,Heavy,1,5,4,17,23,5
132,1557.3368809627557,1557.5368809627557,0.2,Heavy,1,5,4,28,8,5
133,1569.7901630329156,1569.9901630329157,0.2,Medium,1,5,5,10,18,57
134,1581.0586890625025,1581.2586890625025,0.2,Medium,1,5,5,22,1,24
135,1594.679248468783,1594.879248468783,0.2,Heavy,1,5,6,5,16,18
136,1606.9373601364161,1607.1373601364162,0.2,Heavy,1,5,6,17,22,29
137,1619.0068946289089,1619.206894628909,0.2,Medium,1,5,6,30,0,9
138,1632.1409628318813,1632.3409628318814,0.2,Medium,1,5,7,13,3,22
139,1640.4551829742459,1640.655182974246,0.2,Medium,1,5,7,21,10,55
140,1652.4870520996121,1652.6870520996122,0.2,Heavy,1,5,8,3,11,41
141,1666.8154343055753,1667.0154343055754,0.2,Heavy,1,5,8,17,19,34
142,1679.1938205169706,1679.3938205169707,0.2,Heavy,1,5,8,30,4,39
143,1693.4174406456023,1693.6174406456023,0.2,Medium,1,5,9,14,10,1
144,1706.6622518943816,1706.8622518943816,0.2,Heavy,1,5,9,27,15,53
145,1719.3703166412383,1719.5703166412384,0.2,Medium,1,5,10,10,8,53
146,1731.5508516716034,1731.7508516716034,0.2,Medium,1,5,10,22,13,13
147,1743.3273308681519,1743.527330868152,0.2,Heavy,1,5,11,4,7,51
148,1756.675144665149,1756.875144665149,0.2,Heavy,1,5,11,17,16,12
149,1767.342346613315,1767.542346613315,0.2,Heavy,1,5,11,28,8,12
150,1779.0266293453249,1779.226629345325,0.2,Medium,1,5,12,10,0,38
151,1793.2133723186525,1793.4133723186526,0.2,Medium,1,5,12,24,5,7
152,1808.1910622524294,1808.3910622524295,0.2,Medium,1,6,1,9,4,35
153,1815.9314534591708,1816.1314534591709,0.2,Heavy,1,6,1,16,22,21
154,1827.2865204261814,1827.4865204261814,0.2,Medium,1,6,1,28,6,52
155,1835.373428003696,1835.573428003696,0.2,Heavy,1,6,2,6,8,57
156,1844.5248692916905,1844.7248692916905,0.2,Heavy,1,6,2,15,12,35
157,1858.2776337074315,1858.4776337074316,0.2,Heavy,1,6,2,29,6,39
158,1868.0219132827795,1868.2219132827795,0.2,Medium,1,6,3,9,0,31
159,1880.1182269500769,1880.318226950077,0.2,Medium,1,6,3,21,2,50
160,1888.9309216903723,1889.1309216903724,0.2,Medium,1,6,3,29,22,20
161,1903.3977216171302,1903.5977216171302,0.2,Heavy,1,6,4,14,9,32
162,1913.1811421321906,1913.3811421321907,0.2,Medium,1,6,4,24,4,20
163,1926.5386662410774,1926.7386662410775,0.2,Heavy,1,6,5,7,12,55
164,1934.4879435943642,1934.6879435943642,0.2,Medium,1,6,5,15,11,42
165,1948.4383059906045,1948.6383059906045,0.2,Medium,1,6,5,29,10,31
166,1962.231131880192,1962.431131880192,0.2,Heavy,1,6,6,13,5,32
167,1975.2499080108682,1975.4499080108683,0.2,Heavy,1,6,6,26,5,59
168,1987.290388100056,1987.490388100056,0.2,Medium,1,6,7,8,6,58
169,1995.4145018505137,1995.6145018505138,0.2,Heavy,1,6,7,16,9,56
170,2005.6303695606273,2005.8303695606273,0.2,Medium,1,6,7,26,15,7
171,2019.146753399281,2019.346753399281,0.2,Medium,1,6,8,10,3,31
172,2032.5530536579174,2032.7530536579175,0.2,Medium,1,6,8,23,13,16
173,2042.389831535725,2042.5898315357251,0.2,Medium,1,6,9,3,9,21
174,2055.13813370934,2055.3381337093397,0.2,Heavy,1,6,9,16,3,18
175,2069.2667721675916,2069.4667721675914,0.2,Heavy,1,6,9,30,6,24
176,2080.632209627537,2080.832209627537,0.2,Heavy,1,6,10,11,15,10
177,2090.8183098243753,2091.018309824375,0.2,Heavy,1,6,10,21,19,38
178,2102.7670547889747,2102.9670547889746,0.2,Heavy,1,6,11,3,18,24
179,2111.2967042373693,2111.496704237369,0.2,Medium,1,6,11,12,7,7
180,2124.412727968601,2124.6127279686007,0.2,Medium,1,6,11,25,9,54
181,2138.69003090134,2138.8900309013397,0.2,Medium,1,6,12,9,16,33
182,2150.156682054904,2150.356682054904,0.2,Heavy,1,6,12,21,3,45
183,2165.347862951663,2165.547862951663,0.2,Medium,1,7,1,6,8,20
184,2177.407352392581,2177.6073523925807,0.2,Heavy,1,7,1,18,9,46
185,2190.349908010867,2190.5499080108666,0.2,Heavy,1,7,2,1,8,23
186,2200.885637371447,2201.085637371447,0.2,Medium,1,7,2,11,21,15
187,2215.269057075884,2215.469057075884,0.2,Heavy,1,7,2,26,6,27
188,2230.096646301653,2230.296646301653,0.2,Medium,1,7,3,11,2,19
189,2240.998339121248,2241.198339121248,0.2,Medium,1,7,3,21,23,57
190,2251.6193348335282,2251.819334833528,0.2,Medium,1,7,4,2,14,51
191,2263.113865940477,2263.3138659404767,0.2,Heavy,1,7,4,14,2,43
192,2274.4508612560285,2274.6508612560283,0.2,Heavy,1,7,4,25,10,49
193,2289.1926727222453,2289.392672722245,0.2,Medium,1,7,5,10,4,37
194,2304.178256218339,2304.3782562183387,0.2,Medium,1,7,5,25,4,16
195,2314.6175798343666,2314.8175798343664,0.2,Heavy,1,7,6,5,14,49
196,2326.271863310242,2326.471863310242,0.2,Heavy,1,7,6,17,6,31
197,2340.004593412781,2340.204593412781,0.2,Medium,1,7,7,1,0,6
198,2352.1012883113863,2352.301288311386,0.2,Heavy,1,7,7,13,2,25
199,2361.6001593517303,2361.80015935173,0.2,Heavy,1,7,7,22,14,24
200,2375.1377190517424,2375.337719051742,0.2,Medium,1,7,8,6,3,18
201,2388.33627471199,2388.53627471199,0.2,Medium,1,7,8,19,8,4
202,2403.201070110702,2403.4010701107018,0.2,Medium,1,7,9,4,4,49
203,2412.7947382854454,2412.9947382854452,0.2,Heavy,1,7,9,13,19,4
204,2426.106056873702,2426.306056873702,0.2,Heavy,1,7,9,27,2,32
205,2441.2626079486836,2441.4626079486834,0.2,Heavy,1,7,10,12,6,18
206,2450.3400667594897,2450.5400667594895,0.2,Medium,1,7,10,21,8,9
207,2458.3431349205002,2458.5431349205,0.2,Heavy,1,7,10,29,8,14
208,2467.7265386508925,2467.9265386508923,0.2,Heavy,1,7,11,8,17,26
209,2479.88877529373,2480.0887752937297,0.2,Heavy,1,7,11,20,21,19
210,2488.3583282398204,2488.55832823982,0.2,Medium,1,7,11,29,8,35
211,2498.8641134189584,2499.064113418958,0.2,Heavy,1,7,12,9,20,44
212,2510.599807302854,2510.799807302854,0.2,Heavy,1,7,12,21,14,23
213,2524.6453201698278,2524.8453201698276,0.2,Medium,1,8,1,5,15,29
214,2535.2717375205966,2535.4717375205964,0.2,Heavy,1,8,1,16,6,31
215,2543.087502376935,2543.2875023769348,0.2,Medium,1,8,1,24,2,6
216,2552.2553473400085,2552.4553473400083,0.2,Heavy,1,8,2,3,6,7
217,2561.2751872943845,2561.4751872943843,0.2,Medium,1,8,2,12,6,36
218,2573.869130127331,2574.069130127331,0.2,Medium,1,8,2,24,20,51
219,2585.3343493389093,2585.534349338909,0.2,Medium,1,8,3,6,8,1
220,2600.373671429058,2600.573671429058,0.2,Heavy,1,8,3,21,8,58
221,2610.456026642223,2610.656026642223,0.2,Heavy,1,8,4,1,10,56
222,2625.3780339168507,2625.5780339168505,0.2,Heavy,1,8,4,16,9,4
223,2633.2311637329058,2633.4311637329056,0.2,Medium,1,8,4,24,5,32
224,2642.309621755977,2642.5096217559767,0.2,Heavy,1,8,5,3,7,25
225,2655.7435437606764,2655.943543760676,0.2,Heavy,1,8,5,16,17,50
226,2666.7022710727642,2666.902271072764,0.2,Heavy,1,8,5,27,16,51
227,2676.5964646743723,2676.796464674372,0.2,Heavy,1,8,6,7,14,18
228,2688.938056700129,2689.138056700129,0.2,Medium,1,8,6,19,22,30
229,2702.437138502497,2702.637138502497,0.2,Heavy,1,8,7,3,10,29
230,2713.5841862129155,2713.7841862129153,0.2,Heavy,1,8,7,14,14,1
231,2728.4661320136966,2728.6661320136964,0.2,Heavy,1,8,7,29,11,11
232,2739.2666633533418,2739.4666633533416,0.2,Medium,1,8,8,10,6,23
233,2754.394266598123,2754.594266598123,0.2,Medium,1,8,8,25,9,27
234,2767.169835750955,2767.3698357509547,0.2,Heavy,1,8,9,8,4,4
235,2778.7304457591945,2778.9304457591943,0.2,Medium,1,8,9,19,17,31
236,2790.264019100564,2790.4640191005637,0.2,Medium,1,8,10,1,6,20
237,2802.926826755898,2803.126826755898,0.2,Heavy,1,8,10,13,22,14
238,2815.8432640956808,2816.0432640956806,0.2,Heavy,1,8,10,26,20,14
239,2827.065206949608,2827.265206949608,0.2,Heavy,1,8,11,8,1,33
240,2836.441916601555,2836.641916601555,0.2,Heavy,1,8,11,17,10,36
241,2844.2568231510086,2844.4568231510084,0.2,Heavy,1,8,11,25,6,9
242,2855.149088899986,2855.349088899986,0.2,Heavy,1,8,12,6,3,34
243,2866.5688829349438,2866.7688829349436,0.2,Heavy,1,8,12,17,13,39
244,2880.942875568763,2881.142875568763,0.2,Medium,1,9,1,1,22,37
245,2892.0161532329475,2892.2161532329474,0.2,Heavy,1,9,1,13,0,23
246,2906.043628780738,2906.2436287807377,0.2,Medium,1,9,1,27,1,2
247,2919.0540235446842,2919.254023544684,0.2,Heavy,1,9,2,10,1,17
248,2929.8355448173434,2930.035544817343,0.2,Heavy,1,9,2,20,20,3
249,2942.243569795981,2942.4435697959807,0.2,Medium,1,9,3,3,5,50
